# id, x, y, valid
0, 125, 341, 1
1, 133, 328, 1
2, 169, 284, 1
3, 143, 238, 1
4, 111, 211, 1
5, 301, 230, 1
6, 246, 253, 1
7, 225, 303, 1
8, -1, -1, 1
9, 400, 309, 1
10, 385, 162, 1
11, 235, 163, 1
12, 263, 139, 1
13, -1, -1, 1
14, 416, 362, 1
15, 443, 313, 1
16, -1, -1, 1
17, 445, 177, 1
18, 361, 203, 1
19, -1, -1, 1
20, 361, 370, 1
21, 314, 258, 1
22, 211, 220, 1
23, 148, 197, 1
24, 307, 162, 1
25, -1, -1, 1
26, 440, 379, 1
27, 409, 273, 1
28, 389, 293, 1
29, 381, 272, 1
30, 449, 235, 1
31, 206, 332, 1
32, -1, -1, 1
33, 278, 318, 1
34, 338, 308, 1
35, 354, 117, 1
36, 336, 249, 1
37, 369, 221, 1
38, -1, -1, 1
39, 239, 283, 1
40, 460, 200, 1
41, 474, 208, 1
42, 407, 254, 1
43, 409, 231, 1
44, 403, 206, 1
45, 350, 332, 1
46, 284, 219, 1
47, 237, 317, 1
48, 166, 234, 1
49, 125, 284, 1
