# id, x, y, valid
0, 89, 356, 1
1, 97, 340, 1
2, 127, 281, 1
3, 87, 239, 1
4, 42, 204, 1
5, 299, 226, 1
6, 228, 252, 1
7, 197, 300, 1
8, 461, 352, 1
9, 445, 315, 1
10, 408, 183, 1
11, -1, -1, 1
12, 252, 162, 1
13, 271, 353, 1
14, 469, 374, 1
15, 506, 328, 1
16, -1, -1, 1
17, -1, -1, 1
18, 386, 202, 1
19, 198, 266, 1
20, 382, 386, 1
21, 322, 251, 1
22, 153, 219, 1
23, 76, 195, 1
24, -1, -1, 1
25, 287, 303, 1
26, 498, 396, 1
27, 462, 278, 1
28, 433, 297, 1
29, 426, 275, 1
30, 507, 245, 1
31, 173, 334, 1
32, 209, 242, 1
33, 263, 319, 1
34, 354, 313, 1
35, 350, 148, 1
36, 365, 249, 1
37, 401, 218, 1
38, 269, 187, 1
39, 216, 281, 1
40, 538, 212, 1
41, 551, 221, 1
42, 457, 254, 1
43, 458, 232, 1
44, 443, 195, 1
45, 371, 343, 1
46, 275, 212, 1
47, 219, 316, 1
48, 111, 233, 1
49, 79, 291, 1
